,MSIScore,Ploidy,LoHFraction,WGD,CIN,Aneuploidy
PR-TMNBmS,1.94,1.99265965634138,0.0059457442053765,0.0,0.0071321932860323,0.0
PR-urUs9X,1.37,2.6112424590095,0.239317621564137,1.0,0.67186817025007,27.0
PR-zv0mdh,0.74,2.0084517385212,0.162827809408042,0.0,0.289885168921979,8.0
PR-lt2zJJ,0.78,4.15780402409287,0.165400038863166,1.0,0.416698764526005,12.0
PR-hzq9Ct,2.55,3.83111892109627,0.355498973675933,1.0,0.668524113605404,26.0
PR-MVmw0R,1.41,1.99343634557146,0.005904528943397,0.0,0.005908282153958,0.0
PR-iTkQMf,1.18,2.11553129311696,0.0836943779814623,0.0,0.223001939627027,8.0
PR-jIagdM,0.57,2.03082268033181,0.0985483104909152,0.0,0.175567673500952,8.0
PR-V46Fsi,63.36,,,,,
PR-ktQXdu,1.07,4.31166163732402,0.426935826586521,1.0,0.848597393880186,25.0
PR-6aWr47,0.97,2.05898318488264,0.0056818899399412,0.0,0.0375734316000638,0.0
PR-PAUwQU,4.85,2.2665124027325296,0.0745924036307235,0.0,0.224327028270177,11.0
PR-WOLnKr,1.36,2.6642340061437904,0.45204889255204,1.0,0.690069559692128,23.0
PR-xLaSFy,1.36,3.56456509014136,0.0288142605008303,1.0,0.513554150808583,27.0
PR-66Xefu,2.73,2.13772484833863,0.14524432478288,0.0,0.273737826576747,6.0
PR-5cxr4t,2.13,2.02527387372524,0.0500906433619469,0.0,0.0935856454998887,2.0
PR-HV4OkR,4.0,2.9568244916871,0.145356511057837,1.0,0.549576479115001,23.0
PR-munHHv,3.92,,,,,
PR-vZtlym,0.74,2.05401621398977,0.0090773600456818,0.0,0.0407121335650556,0.0
PR-chTfP9,6.42,1.99877222538715,0.0010051086402249,0.0,0.0010068053285795,0.0
PR-cPO7yw,1.26,3.23741364264807,0.28444356903994,1.0,0.577842761907449,18.0
PR-6xbU8h,1.0,2.03903880119985,0.0021291754621061,0.0,0.0256092806158134,0.0
PR-r7FfpC,3.44,2.7256426826686604,0.347016512394166,1.0,0.664090797671514,23.0
PR-5rHKiV,0.78,3.1917392433573504,0.343804206633219,1.0,0.685013968176063,25.0
PR-vb25Kn,1.16,3.8356396795628314,0.149332138245803,1.0,0.650714498051382,23.0
PR-OZ6R7a,3.52,3.66630900734765,0.141540827890724,1.0,0.33666090160205,13.0
PR-8vXkr9,0.6,2.09227406926562,0.0474453997779575,0.0,0.123429448186373,2.0
PR-gYTIm3,1.57,3.73364214680198,0.127038048435194,1.0,0.455666471128155,16.0
PR-DZBLku,3.47,3.59678563846394,0.0934254616270444,1.0,0.623288452205827,19.0
PR-XDanxJ,0.44,,,,,
PR-OFRo5c,1.23,3.68061536029558,0.0609710173957473,1.0,0.449015569650879,15.0
PR-VqAoGS,3.19,2.2574721571554304,0.0142239581283187,0.0,0.213515040839975,10.0
PR-EGztqb,0.95,3.87795223952126,0.214184873840982,1.0,0.82028289573249,27.0
PR-pA4ud2,0.78,,,,,
PR-v9p7an,0.72,2.76321256889074,0.654143459321422,1.0,0.480500856766172,30.0
PR-KvICaQ,4.57,4.58765608137258,0.217870865230243,1.0,0.626339467646597,38.0
PR-qkR59R,5.27,2.02123314493678,0.0464319417028279,0.0,0.113490796677538,2.0
PR-pTi2a3,1.94,1.99430962359703,0.08403451925312,0.0,0.221788350663744,7.0
PR-H9ZIC2,0.69,3.2288954456847203,0.323933327286227,1.0,0.608254822290513,17.0
PR-DFfMyZ,4.5,2.44850132373712,0.0286895495543968,0.0,0.419213946114959,15.0
PR-fCUMvS,0.62,3.39565095929959,0.260442000104924,1.0,0.642365433092635,24.0
PR-WNpEYB,2.64,3.26269081803836,0.417813444153353,1.0,0.738799303144098,22.0
PR-m8DtIU,87.9,,,,,
PR-MCTJuq,0.67,3.02002030448725,0.173650627024903,1.0,0.578429715307135,20.0
PR-WXjyA3,3.85,3.10488302653052,0.057137529027105,1.0,0.34762803672088,13.0
PR-7B4jAS,2.7,3.49794280758345,0.1039601455543,1.0,0.470018206113305,16.0
PR-BTcI0F,1.18,3.4129243035391896,0.284941329437156,1.0,0.586769883073684,17.0
PR-4ysADv,1.21,2.13314504273372,0.0665702939848259,0.0,0.143598005477466,3.0
PR-DRBE6q,1.25,3.00844022814186,0.214665633912656,1.0,0.61199554294018,28.0
PR-562g0G,0.94,4.07918555433789,0.327303545147708,1.0,0.810547404232094,24.0
PR-LZhV7k,3.76,2.50026366377406,0.198451573877279,0.0,0.557988997196641,28.0
PR-Bz57NU,0.73,2.39942802068623,0.189339564007482,0.0,0.475062734422811,12.0
PR-TpjQn4,1.47,3.48710935202318,0.22602251995985,1.0,0.649022799803856,21.0
PR-EFHSQ0,3.5,3.89123502887972,0.408365217552163,1.0,0.330647415649802,39.0
PR-VTh6pY,2.64,,,,,
PR-DoQH9v,74.66,,,,,
PR-sOxo3C,81.06,,,,,
PR-e1avuK,4.82,,,,,
PR-11LrS9,1.62,2.8421157787344,0.452019793394864,1.0,0.590214198573759,18.0
PR-3rmupJ,4.8,3.0282194663657003,0.235895412739267,1.0,0.452954710407853,20.0
PR-mgdSqt,1.58,3.90075889910729,0.693032931905235,1.0,0.624823508643589,17.0
PR-MTgql5,0.59,2.6448097465806,0.487641686607631,1.0,0.670668307569614,25.0
PR-ZH3h2j,1.63,3.64759609612521,0.183421864013495,1.0,0.630748171521685,29.0
PR-8th2sV,4.07,2.15483848688399,0.0734752863889686,0.0,0.191023970101273,6.0
PR-c96VFo,0.57,3.01301122802665,0.379229891075078,1.0,0.639626456217546,24.0
PR-b45Wgm,2.99,1.9471752331841696,0.202131054411705,0.0,0.283759897946034,7.0
PR-mn1O3F,78.42,2.0303126894807,0.0023345327229963,0.0,0.0226034411836221,0.0
PR-hwbxfR,0.42,2.6306264489939,0.647262744380495,1.0,0.490412709963389,33.0
PR-1kfdq0,2.11,4.19589746337499,0.352632880414198,1.0,0.777515243353626,27.0
PR-DXR2Qg,1.46,2.12854438110505,0.0113323477796282,0.0,0.118770571537171,2.0
PR-2CHHvY,0.77,3.5616296078707004,0.559802283905812,1.0,0.691541383854892,30.0
PR-0tdcT8,2.83,2.98202169510582,0.282224311265121,1.0,0.646529861011506,16.0
PR-i9Rk7c,0.4,3.33415511169413,0.112893625899245,1.0,0.509779410392257,20.0
PR-anC3My,0.84,3.08433368892582,0.497127668399844,1.0,0.687978036188264,19.0
PR-CIG8el,4.14,4.74846559614059,0.275962335671984,1.0,0.871745012221647,29.0
PR-QS8mc4,3.92,2.08321348737542,0.0290807388858521,0.0,0.0527885994569208,4.0
PR-VJskD1,1.86,3.21084519143667,0.198759826910911,1.0,0.601255114879538,26.0
PR-hZ1B6p,0.81,3.5699343222462003,0.117986849681672,1.0,0.611121923062718,25.0
PR-rIFUN5,3.11,3.23088772900492,0.121509895937435,1.0,0.473519679299611,20.0
PR-C67eeP,3.88,2.03453780689202,0.0671879902627053,0.0,0.104904984618392,2.0
PR-Ig61Ov,2.33,2.12530175826787,0.0193505185793982,0.0,0.121660395201699,2.0
PR-Pu3UZo,0.73,3.06480699757372,0.185279312270243,1.0,0.667327716675392,24.0
PR-IXUH2G,1.83,3.35797186956696,0.124217818293065,1.0,0.517047361114308,21.0
PR-GYfpLB,0.9,2.14454808991592,0.122229771520798,0.0,0.278096414070242,8.0
PR-dsHkxo,3.78,4.53988363288818,0.10026692793094,1.0,0.773969545630655,27.0
PR-r0b4cz,0.73,2.452208376082,0.0816486115696187,0.0,0.423974808519921,12.0
PR-if8jun,1.99,4.02936907807677,0.108732356973321,1.0,0.46696117947177,17.0
PR-vW8e3y,1.33,1.99999954935522,2.95036117726701e-07,0.0,2.95409994835289e-07,0.0
PR-ta2aWo,3.16,1.9791853700922504,0.143221024068634,0.0,0.214116280713955,7.0
PR-Hm3uFM,3.79,2.34496006430361,0.684568280949167,1.0,0.318423523288482,11.0
PR-5zwe6L,4.14,2.0215911374483504,0.0037901281790474,0.0,0.0313037160041564,1.0
PR-vJToCF,2.16,3.0450155690632004,0.213377454294264,1.0,0.714025061797989,24.0
PR-A21r31,5.11,2.41596854589264,0.27137492288017,0.0,0.6270680182869,15.0
PR-PXfH6L,7.53,3.5948593847920094,0.0728298597180822,1.0,0.607487605106524,26.0
PR-jXeXvf,3.45,2.8211356177407403,0.415050940404501,1.0,0.728910115558209,25.0
PR-LXdkYi,1.36,3.75308612823766,0.147245881660059,1.0,0.599033083296033,25.0
PR-KxbTVc,1.13,2.88813800320988,0.385332965448381,1.0,0.692429024990298,20.0
PR-duoKre,0.74,2.35260960088498,0.314644088013894,0.0,0.620073906108112,11.0
PR-ixNsV7,3.99,3.44802535734716,0.126868325612819,1.0,0.617994801930775,23.0
PR-fpv3Pw,10.9,4.75039410396334,0.160183085454569,1.0,0.724306525192598,29.0
PR-1xuv37,1.0,4.99477653120802,0.44071127318136,1.0,0.7214357360657,38.0
PR-ZDZnM2,7.63,4.252826700893451,0.0403034531141965,1.0,0.297655577633033,6.0
PR-mXqAuf,1.41,2.12299629664703,0.0089608633089721,0.0,0.0983064223335012,3.0
PR-WL3pUA,3.9,,,,,
PR-PHQxAp,3.05,1.99983995476752,3.38555716673716e-05,0.0,6.23074429591831e-05,0.0
PR-hs2Mvr,1.42,4.92760553321121,0.341923224683992,1.0,0.819654205411395,28.0
PR-xF75nj,1.69,2.45978018305718,0.391535500214527,1.0,0.656776050546695,17.0
PR-tC0JtW,0.79,2.6822504806398704,0.279876390545668,1.0,0.610899302205182,18.0
PR-AfhuNj,1.3,1.99893964871476,0.000409539968475,0.0,0.0004420107316251,0.0
PR-Q0HrBx,2.23,2.53907078435869,0.379355667559043,1.0,0.726862235716365,27.0
PR-QOdtDP,5.0,1.74282001970414,0.131999610657417,0.0,0.320976805135102,11.0
PR-e5YSqD,0.91,4.301300670828541,0.177410848276518,1.0,0.785458972024202,32.0
PR-q9IpON,3.36,3.20221721101314,0.378301775261088,1.0,0.647960000062685,19.0
PR-3lR3Kt,1.27,3.53922459196592,0.198130838544934,1.0,0.6349268957589,25.0
PR-9pR7ze,1.54,2.56897584133862,0.56883958693611,1.0,0.625747535892528,29.0
PR-ermWZJ,0.7,2.09859598532206,0.0702297711420017,0.0,0.147877641219704,2.0
PR-IPei1i,71.5,2.05916625883556,0.0395479495282369,0.0,0.104460605153898,2.0
PR-0HbjBS,1.14,2.08572880208394,0.0034726687402029,0.0,0.0478139111135354,0.0
PR-NqIlBM,0.69,2.05369892069048,0.0020314151782493,0.0,0.0337908200544802,0.0
PR-3HQUeC,0.78,3.4144534703998195,0.0663815074413958,1.0,0.557578765199681,20.0
PR-TyCr4L,0.78,2.12552943946898,0.0872155722043298,0.0,0.198954959936363,3.0
PR-6Aoyjm,1.16,4.44280374103478,0.317886498211353,1.0,0.827886341299778,24.0
PR-ySytZD,72.58,,,,,
PR-8QwR97,0.98,2.14537987736856,0.233153932603159,0.0,0.436477140533926,11.0
PR-ux8lgh,5.34,2.00177291459636,0.0128206452089698,0.0,0.0146410005494145,0.0
PR-GfTBRx,3.34,2.67028368953993,0.231462772307578,1.0,0.625424413949542,24.0
PR-HLZsmV,2.99,4.19538934245264,0.185458366246548,1.0,0.643833121802799,23.0
PR-7gNYAa,1.56,4.715160232870599,0.24733786541005,1.0,0.768543380704395,28.0
PR-HUlLE6,3.39,1.97015453535611,0.0890621895709791,0.0,0.115798204983232,3.0
PR-leaaZd,0.84,2.21832329217315,0.0399349313138972,0.0,0.206831554476157,6.0
PR-zTABeJ,0.87,,,,,
PR-Ggfzdb,3.16,2.00053603234419,9.35583014061918e-05,0.0,0.0006504919964746,0.0
PR-Y3wtKV,4.46,,,,,
PR-KFM9lV,0.8,3.763997138043061,0.142531913444173,1.0,0.591253397023372,19.0
PR-m6sgxW,0.48,2.85748025340694,0.48871496729984,1.0,0.797697015150581,23.0
PR-mLcCem,1.68,2.3942926342179702,0.191887532120068,0.0,0.427935331809982,11.0
PR-EHVOVz,3.99,3.71367371188277,0.329005569467251,1.0,0.805547881077581,28.0
PR-ISWIso,1.98,1.93549885327802,0.183064918632828,0.0,0.265055932747195,12.0
PR-BHM9qa,0.9,3.34489499068701,0.166533126641727,1.0,0.618447624299203,19.0
PR-RwW06i,2.4,2.17931168430128,0.04485794729994,0.0,0.181703438580311,4.0
PR-Fu0w28,0.83,2.17243207772764,0.17140578714563,0.0,0.349808224419746,7.0
PR-xXFCjP,3.31,,,,,
PR-4a5BUE,2.1,2.10144309123774,0.0002529762230093,0.0,0.0796952488416853,3.0
PR-dTy3Nb,1.0,1.9929233612708896,0.102122713743705,0.0,0.193931046844243,7.0
PR-ymF7Fs,3.91,4.32039117059512,0.415181363815583,1.0,0.150531101441578,6.0
PR-GZkVwh,0.76,2.08763274228538,0.020129321143316,0.0,0.180012691113481,5.0
PR-AJ5XMp,4.23,3.25660592879598,0.15167709194567,1.0,0.416730110021109,12.0
PR-mkVABK,1.92,,,,,
PR-f7BNiO,5.4,2.1022515956513,0.0130600113205401,0.0,0.115411839953126,2.0
PR-NnDh3Y,0.5,2.07973403307395,0.196164380667976,0.0,0.327582155268571,7.0
PR-wpOwwg,57.63,2.79467542090552,0.293049837471302,1.0,0.503715183831261,19.0
PR-1YXvdo,86.56,,,,,
PR-gHIuxO,0.71,3.52261684394363,0.366808801708415,1.0,0.750486481690604,31.0
PR-vGhKl3,0.92,2.8452688379069704,0.55547724019299,1.0,0.642340493292002,22.0
PR-kuOzy5,4.76,2.17982106398649,0.241118341523599,0.0,0.41364300288189,9.0
PR-eEUZcy,7.73,2.10805100918371,0.00029620635581,0.0,0.101996535334865,3.0
PR-Tek4yt,1.16,1.94071420988016,0.142194800091228,0.0,0.181160406501513,4.0
PR-bql0CQ,3.94,4.01742489101468,0.0730322145768617,1.0,0.542901835843153,18.0
PR-AtRatC,2.48,1.90652425405781,0.237467261385929,0.0,0.374001791407628,11.0
PR-HXqSxZ,1.15,3.08691437756913,0.208386374695346,1.0,0.586740381510194,19.0
PR-yfBgqc,0.89,3.32717309230776,0.199000770907861,1.0,0.624189786364026,27.0
PR-yVIatm,1.2,3.35753220481596,0.186228041230793,1.0,0.632341776417168,23.0
PR-RgsbUW,0.92,2.05730771768935,0.0466795128096051,0.0,0.0914414166843667,0.0
PR-LBDu2l,3.56,4.95937678483934,0.161061846952259,1.0,0.734765134148385,29.0
PR-TVqeZI,3.69,3.9032008489840697,0.290637130789977,1.0,0.678595887073078,19.0
PR-DrDDw1,1.28,2.0000000808301004,1.1352085737987e-06,0.0,1.13602612167031e-06,0.0
PR-jMdExQ,1.21,3.4192789307638503,0.231138293448616,1.0,0.641677801811707,29.0
PR-whKOqh,1.91,2.4325259514546,0.505326699374817,1.0,0.503289971746413,16.0
PR-WT0UBI,1.48,3.14400905726551,0.438017309794709,1.0,0.728490848233706,28.0
PR-76UU6d,3.47,3.38586941774418,0.411730083604743,1.0,0.696348676160085,30.0
PR-OY1uJm,3.05,4.7042988985718,0.156984921358813,1.0,0.73101175978253,35.0
PR-xahF4c,0.62,2.6807702366103,0.352402691618826,1.0,0.609814685256295,20.0
PR-XHNuX5,4.64,2.95149546463377,0.460643216926657,1.0,0.709518102885664,18.0
PR-osa1xV,3.93,3.84448429591289,0.0104035339851084,1.0,0.359578857824941,29.0
PR-Gta1iS,6.12,2.08486690324263,0.0412898989767722,0.0,0.140595276974684,4.0
PR-Lnw363,1.7,2.80736215245077,0.280601183917578,1.0,0.498888865254327,20.0
PR-KsTFT1,5.47,3.796385785085661,0.147089121800528,1.0,0.564305380258407,19.0
PR-lzNVRi,1.55,3.85512912656904,0.0709001314657704,1.0,0.660949369143384,25.0
PR-ypI3pl,1.5,2.08601855647125,0.000155514621844,0.0,0.0871951996612742,3.0
PR-XWNNMT,1.71,2.3102930498850096,0.049891814409428,0.0,0.249390929584887,7.0
PR-kXsmMs,4.74,2.164465261629,0.0472504186341281,0.0,0.168299151123118,3.0
PR-lJ66JC,2.76,2.30107108603278,0.129429221692929,0.0,0.36607685693158,11.0
PR-9gcP8z,1.9,2.97303281224554,0.205605836390562,1.0,0.448477255603315,17.0
PR-NAiysP,2.02,3.7349893089041,0.0590798364449364,1.0,0.602632705457606,19.0
PR-20Kvag,1.44,2.5767575527925803,0.256537874905357,1.0,0.600238811781935,24.0
PR-uL2uoM,6.13,,,,,
PR-LzFWUL,67.93,1.99725937475734,0.0435958153207397,0.0,0.0588210398662737,0.0
PR-dTN7So,16.25,2.10494379654987,0.0059853400073265,0.0,0.102769994891983,3.0
PR-x90g4m,3.16,3.63698265657265,0.128232057155766,1.0,0.311188663930616,9.0
PR-RDQSwP,3.55,1.93187433422289,0.0700487794983382,0.0,0.0703363048111384,3.0
PR-Zn1T2Y,1.24,1.98642759020005,0.0719677624822763,0.0,0.102129774426544,2.0
PR-OSnev7,1.69,2.0101585293928,0.0132081220268793,0.0,0.0245414251805037,1.0
PR-S4t9Bw,1.17,3.25196548785613,0.298251232253243,1.0,0.600019347208509,20.0
PR-CjKgF5,1.88,2.13924748517183,0.0662057908692353,0.0,0.20057373365304,7.0
PR-lITBRR,3.59,2.58353548334508,0.297710097981619,1.0,0.497078533982696,19.0
PR-iMfpfU,0.88,1.93613359574121,0.190904896754284,0.0,0.281270648725809,8.0
PR-BItqQB,1.53,4.70836594366049,0.27871142679614,1.0,0.760921818796997,33.0
PR-a9NsUm,3.79,,,,,
PR-yNa0bY,1.1,4.63158414591932,0.308713576084964,1.0,0.850555423315396,32.0
PR-KAjQ0y,3.76,3.47713050776406,0.125902604109167,1.0,0.468636068567965,17.0
PR-f3aeaA,2.15,3.6171627792029,0.134075502248971,1.0,0.508236880034677,18.0
PR-JImvdF,3.37,2.03434100306845,0.0004004570773402,0.0,0.0357571938901264,1.0
PR-0ndQ3C,1.63,2.27487332572829,0.0145012476746413,0.0,0.251032920073974,9.0
PR-10vZ6j,2.38,3.37562485499675,0.42008592725934,1.0,0.730730229431533,17.0
PR-JBx1jl,1.28,3.5776992205014,0.213589276282992,1.0,0.674139252392342,24.0
PR-IEtvmH,1.47,2.02684697086858,0.0864731117403863,0.0,0.131255980898927,2.0
PR-rgjFnl,3.63,,,,,
PR-QHgFcn,1.2,1.92249555805444,0.131202839064293,0.0,0.299788958412539,10.0
PR-bGi14b,3.99,3.52933756381068,0.234429296595769,1.0,0.67652477508181,24.0
PR-C0X6Ou,2.08,3.8580271408048,0.283690440857618,1.0,0.748285717776584,21.0
PR-Yz6AIC,80.67,,,,,
PR-2zNA9s,4.45,2.10774794066784,0.0520201406973965,0.0,0.140848366951816,2.0
PR-KeeVHg,1.98,3.05990539884475,0.328456382444113,1.0,0.561819556292359,24.0
PR-Copf59,0.63,2.89552127799385,0.239486117692311,1.0,0.651813316556267,19.0
PR-abv1Dv,1.64,2.06275622148593,0.053233771323096,0.0,0.11007356721799,3.0
PR-gGa2h9,64.13,2.17399352760046,0.0783794628858688,0.0,0.275442747244664,8.0
PR-psx3Il,73.8,,,,,
PR-dvnpCj,3.09,3.61573564667241,0.0679728826596515,1.0,0.384874036249272,16.0
PR-3clnyl,71.61,,,,,
PR-wRP10K,3.77,1.97137174230693,0.113400032386811,0.0,0.197394232564468,4.0
PR-WcRp8L,1.1,2.59838073759858,0.484642609825272,1.0,0.626744078812521,23.0
PR-wcIlWE,0.36,3.2014551295639,0.471668198477688,1.0,0.716023999200131,22.0
PR-kL47E1,0.53,3.2602171680834,0.132473252143728,1.0,0.587372393474016,20.0
PR-pcc7Wp,1.65,,,,,
PR-jd06v8,12.4,1.93458928133156,0.32633078832557,0.0,0.355414631945478,6.0
PR-pm2bNm,1.81,2.89785081694796,0.573736170830788,1.0,0.620082643207893,27.0
PR-1dX3q2,2.1,3.37764413987401,0.166564285372251,1.0,0.638198220395297,23.0
PR-8nhMR6,4.86,3.07579631995156,0.320537965839051,1.0,0.705384575093677,26.0
PR-8jyfpV,3.33,,,,,
PR-sheU7X,3.94,2.0863418989602,0.0123523680894075,0.0,0.0998916901802521,2.0
PR-0g14RE,0.42,2.907986100948,0.376299015466408,1.0,0.653974944013332,20.0
PR-iNp5wO,1.4,3.13971877355076,0.334466541634959,1.0,0.711903830546415,22.0
PR-d2HoaW,0.5,2.9385986575252,0.278698467649358,1.0,0.490588669655342,17.0
PR-frTMdL,4.4,,,,,
PR-ru8cWl,3.73,,,,,
PR-6hbj0G,0.9,2.07715391216408,0.0067463609017071,0.0,0.0680197394353242,1.0
PR-CpkIXj,2.97,4.16077250868231,0.243586701123821,1.0,0.494775235084226,16.0
PR-mXR4Uw,4.66,3.54986382560809,0.220964728885921,1.0,0.530860294269402,21.0
PR-qy00pV,0.72,3.05727588632122,0.395025250371987,1.0,0.650852293106705,24.0
PR-mDPnd1,3.21,2.18567227627939,0.0009164154587803,0.0,0.126710707141995,5.0
PR-MV0Jbw,1.28,2.01894853557117,0.189542553156182,0.0,0.27610534540711,5.0
PR-NTPVwY,5.54,2.84676067198338,0.131698535071381,1.0,0.557507140394932,21.0
PR-O604SG,1.68,2.81596346032753,0.33861281827848,1.0,0.740301771575523,24.0
PR-11OFEY,3.47,2.67081720947586,0.437674102243885,1.0,0.721759046826145,28.0
PR-2JWZFn,1.01,2.08672618034935,0.0911937397050489,0.0,0.160004731964458,4.0
PR-vq5eee,0.92,3.40511105922978,0.210761108436662,1.0,0.610465641011518,28.0
PR-tQeua5,0.81,3.60113961124292,0.4530837243548,1.0,0.764170996970362,30.0
PR-JbzjQE,1.67,2.0003069400947,1.0081060681331e-05,0.0,0.0002932930248595,0.0
PR-uqGF1w,3.5,3.10419808390763,0.170781108130056,1.0,0.439467383924706,15.0
PR-3zSvim,0.98,4.3387421903593,0.310135400556914,1.0,0.759662406572311,21.0
PR-Yiw9el,1.18,3.3813996368417,0.277594730048849,1.0,0.652794461514103,23.0
PR-FnvgpP,0.62,4.12738904853459,0.583315340575582,1.0,0.762870941765911,28.0
PR-myGVbI,0.63,2.13309301293872,0.0741516673829298,0.0,0.163474181662553,5.0
PR-eXCb19,3.5,3.09593235220806,0.332393946316778,1.0,0.744929036313866,17.0
PR-hXZzXy,0.73,2.26771181772606,0.171351001607028,0.0,0.367360969222116,13.0
PR-SYDSQr,0.79,3.03031487735848,0.262267777148386,1.0,0.618762405473476,24.0
PR-TyIacC,5.44,3.26392445767724,0.09027577406234,1.0,0.46371072026198,18.0
PR-nMEXwD,1.37,3.15364801870679,0.435676509658395,1.0,0.663059201707648,23.0
PR-sYRyfT,0.58,1.99773059998592,0.0687902639116405,0.0,0.104362134344063,3.0
PR-bQzhGw,4.85,2.27337086727809,0.0715707336876133,0.0,0.337758342653088,10.0
PR-X5mbcD,3.05,2.3836988043938,0.198493595664517,0.0,0.437136720114852,15.0
PR-OeifWS,3.23,,,,,
PR-RkaN4r,4.57,3.25216924494503,0.348747934784548,1.0,0.578159446415551,32.0
PR-fuJcby,2.66,3.15756723079281,0.170673841357817,1.0,0.529985452030185,24.0
PR-1930g1,1.91,3.06167255038616,0.399890579563246,1.0,0.796240235040116,26.0
PR-yZwrBZ,3.42,4.47920645420175,0.148795686743639,1.0,0.729343277904095,24.0
PR-ulV4sS,0.82,2.80691495283948,0.229814047285742,1.0,0.702723957272544,25.0
PR-auPrz1,3.34,4.94105929734155,0.326616809001194,1.0,0.754816956445794,27.0
PR-wHCEKi,1.33,2.53692666478968,0.550685981733758,1.0,0.537436375527549,28.0
PR-Ib0r4P,0.72,4.27195081876285,0.906825415583318,1.0,0.0893639160717818,4.0
PR-1yNVXd,3.68,4.98450303132874,0.14838754460316,1.0,0.772729723463142,24.0
PR-cEu8oY,0.81,2.33695012711303,0.0877222719052918,0.0,0.35911347807909,12.0
PR-L0Yely,1.95,3.71235879665557,0.0261026535190061,1.0,0.478277172742486,30.0
PR-uP1Tus,1.63,3.29618828763286,0.212789663500013,1.0,0.509156785069288,16.0
PR-ZviR3O,1.3,2.03895750291795,0.0675968119232963,0.0,0.115175305459312,0.0
PR-lTvstE,3.68,2.09988162205402,0.0801788872734966,0.0,0.211543056672588,8.0
PR-MdDaly,1.12,1.99215645517112,0.463171505736196,0.0,0.621859261794356,15.0
PR-PtRjNs,1.29,2.62575662032565,0.342393285777192,1.0,0.712537807646267,27.0
PR-TCCkqZ,2.12,2.50171127358692,0.610747884351611,1.0,0.504692135615605,31.0
PR-XHOE24,1.68,3.15671700693352,0.186894009228036,1.0,0.554764491262821,22.0
PR-eFC9MA,1.05,3.06597597214964,0.533952201415589,1.0,0.628047108683724,29.0
PR-A3pvk8,4.74,2.28970441574923,0.0900385184305872,0.0,0.32500078874588,10.0
PR-EqGdPy,1.61,3.42287502018519,0.288313358374847,1.0,0.708192095272446,20.0
PR-YAM0fc,62.28,3.86039982567923,0.0206594487488195,1.0,0.208498689236718,6.0
PR-1mxODI,1.24,2.26742226583536,0.0767335145976535,0.0,0.272846362371893,6.0
PR-N1krey,4.39,3.24334785286828,0.22354531409359,1.0,0.632398321688196,18.0
PR-iMDm0O,2.87,3.43801012445197,0.106481049572389,1.0,0.453119847338567,14.0
PR-FFGmUw,0.86,2.03321578180645,0.0026884629249131,0.0,0.0205877622965518,0.0
PR-EkK3sD,4.11,4.22318204397484,0.300697658660517,1.0,0.729051371783855,25.0
PR-RSc97t,4.17,2.03625590991719,0.0002187809307832,0.0,0.0371891199339962,1.0
PR-qCwKEA,4.78,3.53531729892845,0.15167154167498,1.0,0.698888788251453,21.0
PR-1p5gBP,1.02,2.0508090039646,0.002755715858738,0.0,0.0325954113266562,0.0
PR-XKO1VZ,4.11,2.01270229281646,0.0001297025698451,0.0,0.0131591130295726,1.0
PR-p6CGNj,3.04,3.20982154384952,0.344932703445876,1.0,0.502842681292927,32.0
PR-GABcbo,11.94,3.47701830132868,0.288147546568782,1.0,0.291222873317292,39.0
PR-qtRkjp,0.86,2.60128818856168,0.22301236889223,1.0,0.599483194395489,25.0
PR-BFrShL,5.94,,,,,
PR-MKqv4R,3.18,2.56906800676747,0.627161233325358,1.0,0.414698418534825,36.0
PR-1ofDIZ,35.06,,,,,
PR-RaUmVV,3.66,2.92740261555375,0.381577177796652,1.0,0.681099844476662,26.0
PR-bpilTt,87.65,2.12024497283411,0.0320307477479075,0.0,0.108442665611689,2.0
PR-wSF0te,1.97,2.05184394521751,0.0044298708837187,0.0,0.0311525664352153,0.0
PR-XCLaFP,3.94,3.73723907851106,0.397707017679007,1.0,0.502228469232163,11.0
PR-7lYHs6,3.8,,,,,
PR-L1dOGo,2.28,2.14095809180029,0.121686806764679,0.0,0.256512277255624,8.0
PR-hSjTFK,2.09,3.583230988821,0.243486685492894,1.0,0.736534606879769,26.0
PR-QEFNJs,2.7,3.27615755236936,0.250439003876784,1.0,0.665178123474101,28.0
PR-8A8VfP,1.15,4.11140971372118,0.0697474586439827,1.0,0.435023240149008,13.0
PR-F5xmyp,0.39,2.12763054852445,0.240248987588319,0.0,0.433310453595926,10.0
PR-VOyovx,0.74,3.76560059368048,0.169452951378704,1.0,0.521279293924077,31.0
PR-VCqemJ,2.98,2.01303249627282,0.145581369959946,0.0,0.279046616026455,9.0
PR-ylNx7D,1.6,2.50374626328469,0.388541332664922,1.0,0.606238024681379,25.0
PR-GRLHRt,4.43,3.50938997325764,0.507256219147838,1.0,0.528169034467711,31.0
PR-fDxTMr,74.71,,,,,
PR-oGG8sd,2.09,4.66546562381513,0.313966658614787,1.0,0.782511133717239,35.0
PR-6cgjNw,1.65,2.79638111728172,0.320104636552896,1.0,0.698229095500418,30.0
PR-yil4Fa,0.98,2.90190318470175,0.41034849797628,1.0,0.588400420915557,23.0
PR-uC3q5l,2.81,1.95468562301091,0.0868625707293217,0.0,0.174549434471047,6.0
PR-dzc7yJ,2.1,2.18113330690661,0.0494476068395262,0.0,0.174767485809176,4.0
